횡단보도ID,행정동,읍면동명,시나리오,사고건수_원본,노인비율,LANES,MAX_SPD,crossing_length_m,ped_green_base_sec,risk_score,PET_A_proxy_count,PET_A_proxy_mean,PET_A_proxy_severe,PET_A_proxy_moderate,PET_A_proxy_safe,PET_B_surrogate_count,PET_B_surrogate_mean,PET_B_surrogate_severe,PET_B_surrogate_moderate,PET_B_surrogate_safe,elderly_incomplete_cross,veh_avg_delay_sec,veh_max_delay_sec,queue_avg,queue_max
125895,신당동,신당동,baseline,5.0,0.1998197792295562,2.0,60.0,7.0,14.0,5.338197792295561,779.6666666666666,6.8478987779921985,137.83333333333334,192.41666666666666,449.4166666666667,0.0,,0.0,0.0,0.0,0.0,4.642456083351957,75.375,0.0023326797443835134,1.0
125895,신당동,신당동,smart,5.0,0.1998197792295562,2.0,60.0,7.0,14.0,5.338197792295561,779.6666666666666,6.8478987779921985,137.83333333333334,192.41666666666666,449.4166666666667,0.0,,0.0,0.0,0.0,0.0,4.642456083351957,75.375,0.0023326797443835134,1.0
8430,신당동,신당동,baseline,5.0,0.1998197792295562,2.0,50.0,7.0,14.0,5.298197792295562,398.9166666666667,8.437099993071186,138.41666666666666,73.58333333333333,186.91666666666666,498.6666666666667,-25.2428489384468,449.0,49.666666666666664,0.0,102.91666666666667,14.79937202575001,97.08333333333333,0.9925869702025297,6.0
8430,신당동,신당동,smart,5.0,0.1998197792295562,2.0,50.0,7.0,14.0,5.298197792295562,315.9166666666667,8.587275055004628,91.41666666666667,45.5,179.0,349.8333333333333,-21.402730405810228,310.8333333333333,39.0,0.0,70.58333333333333,14.46601143518639,97.54166666666667,0.9757148916170775,6.0
9628,중림동,만리동2가,baseline,5.0,0.19019913136114072,2.0,50.0,7.0,14.0,5.2019913136114075,848.0,1.9140144311608962,342.5833333333333,378.75,126.66666666666667,0.0,,0.0,0.0,0.0,0.0,3.7746056746483236,75.33333333333333,0.0657266181123934,4.25
9628,중림동,만리동2가,smart,5.0,0.19019913136114072,2.0,50.0,7.0,14.0,5.2019913136114075,848.0,1.9140144311608962,342.5833333333333,378.75,126.66666666666667,0.0,,0.0,0.0,0.0,0.0,3.7746056746483236,75.33333333333333,0.0657266181123934,4.25
8340,장충동,장충동1가,baseline,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826606,358.5,11.694615399096499,27.25,41.166666666666664,290.0833333333333,0.0,,0.0,0.0,0.0,0.0,0.9440348495491518,25.25,0.0008294753086419752,1.0
8340,장충동,장충동1가,smart,4.0,0.1781831582826607,4.0,50.0,14.0,21.0,5.181831582826606,358.5,11.694615399096499,27.25,41.166666666666664,290.0833333333333,0.0,,0.0,0.0,0.0,0.0,0.9440348495491518,25.25,0.0008294753086419752,1.0
6511,명동,충무로2가,baseline,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766599,696.5833333333334,5.648693652628091,237.91666666666666,193.91666666666666,264.75,0.0,,0.0,0.0,0.0,0.0,29.606288852653595,81.20833333333333,1.5147837271418692,4.5
6511,명동,충무로2가,smart,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766599,696.5833333333334,5.648693652628091,237.91666666666666,193.91666666666666,264.75,0.0,,0.0,0.0,0.0,0.0,29.606288852653595,81.20833333333333,1.5147837271418692,4.5
6428,회현동,회현동1가,baseline,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638742,446.3333333333333,11.311183500721995,73.0,34.083333333333336,339.25,0.0,,0.0,0.0,0.0,0.0,1.6101448825111457,40.791666666666664,0.001438903572930021,1.0
6428,회현동,회현동1가,smart,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638742,446.3333333333333,11.311183500721995,73.0,34.083333333333336,339.25,0.0,,0.0,0.0,0.0,0.0,1.6101448825111457,40.791666666666664,0.001438903572930021,1.0
5831,중림동,남대문로5가,baseline,3.0,0.19019913136114072,4.0,50.0,14.0,21.0,4.801991313611408,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,76.29482387480346,100.0,0.6657233796296297,2.8333333333333335
5831,중림동,남대문로5가,smart,3.0,0.19019913136114072,4.0,50.0,14.0,21.0,4.801991313611408,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,76.29482387480346,100.0,0.6657233796296297,2.8333333333333335
