횡단보도ID,seed,행정동,읍면동명,시나리오,사고건수_원본,노인비율,LANES,MAX_SPD,crossing_length_m,ped_green_base_sec,risk_score,PET_A_proxy_count,PET_A_proxy_mean,PET_A_proxy_severe,PET_A_proxy_moderate,PET_A_proxy_safe,PET_B_surrogate_count,PET_B_surrogate_mean,PET_B_surrogate_severe,PET_B_surrogate_moderate,PET_B_surrogate_safe,elderly_incomplete_cross,veh_avg_delay_sec,veh_max_delay_sec,queue_avg,queue_max
6511,42,명동,충무로2가,baseline,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766598,182,7.413186813186802,59,14,109,0,,0,0,0,0,0.5943396226415094,18.7,0.0002100928610445817,1
6511,43,명동,충무로2가,baseline,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766598,176,5.2624999999999975,66,31,79,0,,0,0,0,0,0.8626712328767122,20.0,0.0014198613547147748,1
6511,44,명동,충무로2가,baseline,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766598,61,6.472131147540985,21,8,32,0,,0,0,0,0,0.8891447368421053,17.0,0.00012430853378084405,1
6511,42,명동,충무로2가,smart,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766598,182,7.413186813186802,59,14,109,0,,0,0,0,0,0.5943396226415094,18.7,0.0002100928610445817,1
6511,43,명동,충무로2가,smart,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766598,176,5.2624999999999975,66,31,79,0,,0,0,0,0,0.8626712328767122,20.0,0.0014198613547147748,1
6511,44,명동,충무로2가,smart,3.0,0.2357627618766598,3.0,50.0,10.5,17.5,4.957627618766598,61,6.472131147540985,21,8,32,0,,0,0,0,0,0.8891447368421053,17.0,0.00012430853378084405,1
6428,42,회현동,회현동1가,baseline,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638743,73,10.516438356164375,13,8,52,0,,0,0,0,0,0.568041237113402,24.5,0.00019290123456790122,1
6428,43,회현동,회현동1가,baseline,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638743,77,10.119480519480524,12,4,61,0,,0,0,0,0,0.3768518518518519,12.8,0.00016118633139909736,1
6428,44,회현동,회현동1가,baseline,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638743,21,15.619047619047617,2,0,19,0,,0,0,0,0,0.3834080717488789,16.8,9.511731135066582e-05,1
6428,42,회현동,회현동1가,smart,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638743,73,10.516438356164375,13,8,52,0,,0,0,0,0,0.568041237113402,24.5,0.00019290123456790122,1
6428,43,회현동,회현동1가,smart,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638743,77,10.119480519480524,12,4,61,0,,0,0,0,0,0.3768518518518519,12.8,0.00016118633139909736,1
6428,44,회현동,회현동1가,smart,1.0,0.2946596858638743,4.0,40.0,14.0,21.0,4.806596858638743,21,15.619047619047617,2,0,19,0,,0,0,0,0,0.3834080717488789,16.8,9.511731135066582e-05,1
5831,42,중림동,남대문로5가,baseline,3.0,0.1901991313611407,4.0,50.0,14.0,21.0,4.801991313611407,0,,0,0,0,0,,0,0,0,0,34.468,100.0,0.0001388888888888889,1
5831,43,중림동,남대문로5가,baseline,3.0,0.1901991313611407,4.0,50.0,14.0,21.0,4.801991313611407,0,,0,0,0,0,,0,0,0,0,39.594570135746615,100.0,0.0001388888888888889,1
5831,44,중림동,남대문로5가,baseline,3.0,0.1901991313611407,4.0,50.0,14.0,21.0,4.801991313611407,0,,0,0,0,0,,0,0,0,0,21.607296137339056,85.9,0.00017853954650955185,1
5831,42,중림동,남대문로5가,smart,3.0,0.1901991313611407,4.0,50.0,14.0,21.0,4.801991313611407,0,,0,0,0,0,,0,0,0,0,34.468,100.0,0.0001388888888888889,1
5831,43,중림동,남대문로5가,smart,3.0,0.1901991313611407,4.0,50.0,14.0,21.0,4.801991313611407,0,,0,0,0,0,,0,0,0,0,39.594570135746615,100.0,0.0001388888888888889,1
5831,44,중림동,남대문로5가,smart,3.0,0.1901991313611407,4.0,50.0,14.0,21.0,4.801991313611407,0,,0,0,0,0,,0,0,0,0,21.607296137339056,85.9,0.00017853954650955185,1
8902,42,신당동,신당동,baseline,4.0,0.1998197792295562,2.0,50.0,7.0,14.0,4.798197792295562,154,5.021428571428574,35,30,89,8,0.004675976231636125,7,1,0,5,4.914322250639386,96.9,0.36625555555555556,5
8902,43,신당동,신당동,baseline,4.0,0.1998197792295562,2.0,50.0,7.0,14.0,4.798197792295562,144,10.986805555555545,23,25,96,9,-0.6106191052688954,7,2,0,2,5.114350797266514,97.0,0.4606,4
8902,44,신당동,신당동,baseline,4.0,0.1998197792295562,2.0,50.0,7.0,14.0,4.798197792295562,37,4.064864864864869,12,14,11,2,-0.8352225930671862,2,0,0,0,8.89467849223947,97.0,0.7557646272894283,8
8902,42,신당동,신당동,smart,4.0,0.1998197792295562,2.0,50.0,7.0,14.0,4.798197792295562,150,7.265999999999976,30,33,87,8,-0.5809652780246815,7,1,0,2,5.0079283887468025,97.0,0.4135616595793587,4
8902,43,신당동,신당동,smart,4.0,0.1998197792295562,2.0,50.0,7.0,14.0,4.798197792295562,108,4.379629629629622,28,37,43,10,-0.12165083762690887,7,3,0,1,5.476765375854215,96.9,0.49944441262386163,4
8902,44,신당동,신당동,smart,4.0,0.1998197792295562,2.0,50.0,7.0,14.0,4.798197792295562,52,7.2538461538461245,13,2,37,1,-3.455200257872553,1,0,0,1,9.203104212860309,97.1,0.8767556758028467,8
10383,42,중림동,남대문로5가,baseline,4.0,0.1901991313611407,2.0,50.0,7.0,14.0,4.701991313611407,0,,0,0,0,0,,0,0,0,0,10.510126582278481,72.1,3.18451054072989e-05,1
10383,43,중림동,남대문로5가,baseline,4.0,0.1901991313611407,2.0,50.0,7.0,14.0,4.701991313611407,0,,0,0,0,0,,0,0,0,0,10.622935779816515,67.8,0.0,0
10383,44,중림동,남대문로5가,baseline,4.0,0.1901991313611407,2.0,50.0,7.0,14.0,4.701991313611407,0,,0,0,0,0,,0,0,0,0,10.710176991150442,68.9,0.0,0
10383,42,중림동,남대문로5가,smart,4.0,0.1901991313611407,2.0,50.0,7.0,14.0,4.701991313611407,0,,0,0,0,0,,0,0,0,0,10.510126582278481,72.1,3.18451054072989e-05,1
10383,43,중림동,남대문로5가,smart,4.0,0.1901991313611407,2.0,50.0,7.0,14.0,4.701991313611407,0,,0,0,0,0,,0,0,0,0,10.622935779816515,67.8,0.0,0
10383,44,중림동,남대문로5가,smart,4.0,0.1901991313611407,2.0,50.0,7.0,14.0,4.701991313611407,0,,0,0,0,0,,0,0,0,0,10.710176991150442,68.9,0.0,0
137963,42,황학동,황학동,baseline,5.0,0.1717813302883243,1.0,30.0,3.5,10.5,4.637813302883243,0,,0,0,0,0,,0,0,0,0,33.94119897959184,100.0,1.5706333333333333,7
137963,43,황학동,황학동,baseline,5.0,0.1717813302883243,1.0,30.0,3.5,10.5,4.637813302883243,0,,0,0,0,0,,0,0,0,0,51.92293577981652,100.0,2.0708444444444445,6
137963,44,황학동,황학동,baseline,5.0,0.1717813302883243,1.0,30.0,3.5,10.5,4.637813302883243,0,,0,0,0,0,,0,0,0,0,26.429281767955803,100.0,1.3788,6
