scenario,scenario_key,seed,time,tls,cw_id,count
S3,smart_multi,42,3248.0,N3,CW2,2
S3,smart_multi,42,3279.0,N6,CW3,1
S3,smart_multi,42,3280.0,N6,CW3,2
S3,smart_multi,42,3342.0,N2,CW1,1
S3,smart_multi,42,3344.0,N2,CW1,2
S3,smart_multi,42,3358.0,N3,CW2,1
S3,smart_multi,42,3359.0,N3,CW2,2
S3,smart_multi,42,3451.0,N2,CW1,1
S3,smart_multi,42,3453.0,N3,CW2,1
S3,smart_multi,42,3455.0,N2,CW1,2
S3,smart_multi,42,3458.0,N3,CW2,2
S3,smart_multi,42,3558.0,N6,CW3,1
S3,smart_multi,42,3560.0,N6,CW3,2
S2,smart_single,43,190.0,N2,CW1,1
S2,smart_single,43,195.0,N2,CW1,2
S2,smart_single,43,301.0,N2,CW1,1
S2,smart_single,43,414.0,N2,CW1,1
S2,smart_single,43,415.0,N2,CW1,2
S2,smart_single,43,518.0,N2,CW1,1
S2,smart_single,43,523.0,N2,CW1,2
S2,smart_single,43,637.0,N2,CW1,1
S2,smart_single,43,638.0,N2,CW1,2
S2,smart_single,43,740.0,N2,CW1,1
S2,smart_single,43,745.0,N2,CW1,2
S2,smart_single,43,851.0,N2,CW1,1
S2,smart_single,43,962.0,N2,CW1,1
S2,smart_single,43,963.0,N2,CW1,2
S2,smart_single,43,1078.0,N2,CW1,1
S2,smart_single,43,1079.0,N2,CW1,2
S2,smart_single,43,1189.0,N2,CW1,1
S2,smart_single,43,1190.0,N2,CW1,2
S2,smart_single,43,1298.0,N2,CW1,1
S2,smart_single,43,1299.0,N2,CW1,2
S2,smart_single,43,1603.0,N2,CW1,1
S2,smart_single,43,1608.0,N2,CW1,2
S2,smart_single,43,1723.0,N2,CW1,1
S2,smart_single,43,1724.0,N2,CW1,2
S2,smart_single,43,2027.0,N2,CW1,1
S2,smart_single,43,2032.0,N2,CW1,2
S2,smart_single,43,2138.0,N2,CW1,1
S2,smart_single,43,2146.0,N2,CW1,2
S2,smart_single,43,2350.0,N2,CW1,1
S2,smart_single,43,2357.0,N2,CW1,2
S2,smart_single,43,2464.0,N2,CW1,1
S2,smart_single,43,2466.0,N2,CW1,2
S2,smart_single,43,2572.0,N2,CW1,1
S2,smart_single,43,2678.0,N2,CW1,1
S2,smart_single,43,2683.0,N2,CW1,2
S2,smart_single,43,2791.0,N2,CW1,1
S2,smart_single,43,2794.0,N2,CW1,2
S2,smart_single,43,2900.0,N2,CW1,1
S2,smart_single,43,2905.0,N2,CW1,2
S2,smart_single,43,3015.0,N2,CW1,1
S2,smart_single,43,3016.0,N2,CW1,2
S2,smart_single,43,3223.0,N2,CW1,1
S2,smart_single,43,3233.0,N2,CW1,2
S2,smart_single,43,3536.0,N2,CW1,1
S3,smart_multi,43,177.0,N6,CW3,1
S3,smart_multi,43,178.0,N3,CW2,1
S3,smart_multi,43,178.0,N6,CW3,2
S3,smart_multi,43,183.0,N3,CW2,2
S3,smart_multi,43,190.0,N2,CW1,1
S3,smart_multi,43,195.0,N2,CW1,2
S3,smart_multi,43,271.0,N6,CW3,1
S3,smart_multi,43,276.0,N6,CW3,2
S3,smart_multi,43,283.0,N3,CW2,1
S3,smart_multi,43,301.0,N2,CW1,1
S3,smart_multi,43,315.0,N2,CW1,2
S3,smart_multi,43,376.0,N6,CW3,1
S3,smart_multi,43,377.0,N6,CW3,2
S3,smart_multi,43,383.0,N3,CW2,1
S3,smart_multi,43,413.0,N2,CW1,1
S3,smart_multi,43,417.0,N2,CW1,2
S3,smart_multi,43,482.0,N6,CW3,1
S3,smart_multi,43,483.0,N6,CW3,2
S3,smart_multi,43,523.0,N2,CW1,1
S3,smart_multi,43,533.0,N2,CW1,2
S3,smart_multi,43,578.0,N3,CW2,1
S3,smart_multi,43,583.0,N3,CW2,2
S3,smart_multi,43,638.0,N2,CW1,1
S3,smart_multi,43,639.0,N2,CW1,2
S3,smart_multi,43,673.0,N6,CW3,1
S3,smart_multi,43,674.0,N6,CW3,2
S3,smart_multi,43,683.0,N3,CW2,1
S3,smart_multi,43,745.0,N2,CW1,1
S3,smart_multi,43,757.0,N2,CW1,2
S3,smart_multi,43,766.0,N6,CW3,1
S3,smart_multi,43,783.0,N3,CW2,1
S3,smart_multi,43,789.0,N3,CW2,2
S3,smart_multi,43,856.0,N2,CW1,1
S3,smart_multi,43,962.0,N2,CW1,1
S3,smart_multi,43,973.0,N2,CW1,2
S3,smart_multi,43,983.0,N3,CW2,1
S3,smart_multi,43,1044.0,N6,CW3,1
S3,smart_multi,43,1049.0,N6,CW3,2
S3,smart_multi,43,1078.0,N2,CW1,1
S3,smart_multi,43,1079.0,N2,CW1,2
S3,smart_multi,43,1083.0,N3,CW2,1
S3,smart_multi,43,1335.0,N6,CW3,1
S3,smart_multi,43,1336.0,N6,CW3,2
S3,smart_multi,43,1373.0,N3,CW2,1
S3,smart_multi,43,1378.0,N3,CW2,2
S3,smart_multi,43,1479.0,N3,CW2,1
S3,smart_multi,43,1483.0,N3,CW2,2
S3,smart_multi,43,1489.0,N2,CW1,1
S3,smart_multi,43,1492.0,N2,CW1,2
S3,smart_multi,43,1583.0,N3,CW2,1
S3,smart_multi,43,1602.0,N2,CW1,1
S3,smart_multi,43,1603.0,N2,CW1,2
S3,smart_multi,43,1683.0,N3,CW2,1
S3,smart_multi,43,1783.0,N3,CW2,1
S3,smart_multi,43,1794.0,N3,CW2,2
S3,smart_multi,43,1799.0,N6,CW3,1
S3,smart_multi,43,1800.0,N6,CW3,2
S3,smart_multi,43,1814.0,N2,CW1,1
S3,smart_multi,43,1815.0,N2,CW1,2
S3,smart_multi,43,1888.0,N3,CW2,1
S3,smart_multi,43,1903.0,N3,CW2,2
S3,smart_multi,43,2024.0,N2,CW1,1
S3,smart_multi,43,2027.0,N2,CW1,2
S3,smart_multi,43,2088.0,N3,CW2,1
S3,smart_multi,43,2101.0,N3,CW2,2
S3,smart_multi,43,2136.0,N2,CW1,1
S3,smart_multi,43,2138.0,N2,CW1,2
S3,smart_multi,43,2166.0,N6,CW3,1
S3,smart_multi,43,2171.0,N6,CW3,2
S3,smart_multi,43,2193.0,N3,CW2,1
S3,smart_multi,43,2205.0,N3,CW2,2
S3,smart_multi,43,2302.0,N3,CW2,1
S3,smart_multi,43,2303.0,N3,CW2,2
S3,smart_multi,43,2347.0,N2,CW1,1
S3,smart_multi,43,2350.0,N2,CW1,2
S3,smart_multi,43,2363.0,N6,CW3,1
S3,smart_multi,43,2364.0,N6,CW3,2
S3,smart_multi,43,2459.0,N6,CW3,1
S3,smart_multi,43,2461.0,N2,CW1,1
S3,smart_multi,43,2462.0,N2,CW1,2
S3,smart_multi,43,2498.0,N3,CW2,1
S3,smart_multi,43,2503.0,N3,CW2,2
S3,smart_multi,43,2555.0,N6,CW3,1
S3,smart_multi,43,2568.0,N2,CW1,1
S3,smart_multi,43,2572.0,N2,CW1,2
S3,smart_multi,43,2656.0,N6,CW3,1
S3,smart_multi,43,2657.0,N6,CW3,2
S3,smart_multi,43,2678.0,N2,CW1,1
S3,smart_multi,43,2688.0,N2,CW1,2
S3,smart_multi,43,2698.0,N3,CW2,1
S3,smart_multi,43,2792.0,N2,CW1,1
S3,smart_multi,43,2794.0,N2,CW1,2
S3,smart_multi,43,2805.0,N3,CW2,1
S3,smart_multi,43,2806.0,N3,CW2,2
S3,smart_multi,43,2845.0,N6,CW3,1
S3,smart_multi,43,2848.0,N6,CW3,2
S3,smart_multi,43,2900.0,N2,CW1,1
S3,smart_multi,43,2906.0,N2,CW1,2
S3,smart_multi,43,2909.0,N3,CW2,1
S3,smart_multi,43,2910.0,N3,CW2,2
S3,smart_multi,43,2944.0,N6,CW3,1
S3,smart_multi,43,2956.0,N6,CW3,2
S3,smart_multi,43,3009.0,N3,CW2,1
S3,smart_multi,43,3045.0,N6,CW3,1
S3,smart_multi,43,3056.0,N6,CW3,2
S3,smart_multi,43,3108.0,N3,CW2,1
S3,smart_multi,43,3114.0,N2,CW1,1
S3,smart_multi,43,3117.0,N2,CW1,2
S3,smart_multi,43,3119.0,N3,CW2,2
S3,smart_multi,43,3151.0,N6,CW3,1
S3,smart_multi,43,3152.0,N6,CW3,2
S3,smart_multi,43,3213.0,N3,CW2,1
S3,smart_multi,43,3223.0,N2,CW1,1
S3,smart_multi,43,3225.0,N3,CW2,2
S3,smart_multi,43,3228.0,N2,CW1,2
S3,smart_multi,43,3247.0,N6,CW3,1
S3,smart_multi,43,3318.0,N3,CW2,1
S3,smart_multi,43,3323.0,N3,CW2,2
S3,smart_multi,43,3351.0,N6,CW3,1
S3,smart_multi,43,3352.0,N6,CW3,2
S3,smart_multi,43,3444.0,N6,CW3,1
S3,smart_multi,43,3523.0,N3,CW2,1
S3,smart_multi,43,3524.0,N3,CW2,2
S3,smart_multi,43,3536.0,N2,CW1,1
S2,smart_single,44,194.0,N2,CW1,1
S2,smart_single,44,195.0,N2,CW1,2
S2,smart_single,44,301.0,N2,CW1,1
S2,smart_single,44,417.0,N2,CW1,1
S2,smart_single,44,418.0,N2,CW1,2
S2,smart_single,44,527.0,N2,CW1,1
S2,smart_single,44,528.0,N2,CW1,2
S2,smart_single,44,631.0,N2,CW1,1
S2,smart_single,44,634.0,N2,CW1,2
S2,smart_single,44,743.0,N2,CW1,1
S2,smart_single,44,745.0,N2,CW1,2
S2,smart_single,44,853.0,N2,CW1,1
S2,smart_single,44,856.0,N2,CW1,2
S2,smart_single,44,1066.0,N2,CW1,1
S2,smart_single,44,1068.0,N2,CW1,2
S2,smart_single,44,1180.0,N2,CW1,1
S2,smart_single,44,1181.0,N2,CW1,2
S2,smart_single,44,1285.0,N2,CW1,1
S2,smart_single,44,1300.0,N2,CW1,2
S2,smart_single,44,1403.0,N2,CW1,1
S2,smart_single,44,1404.0,N2,CW1,2
S2,smart_single,44,1507.0,N2,CW1,1
S2,smart_single,44,1619.0,N2,CW1,1
S2,smart_single,44,1620.0,N2,CW1,2
S2,smart_single,44,1730.0,N2,CW1,1
S2,smart_single,44,1731.0,N2,CW1,2
S2,smart_single,44,1837.0,N2,CW1,1
S2,smart_single,44,1840.0,N2,CW1,2
S2,smart_single,44,2047.0,N2,CW1,1
S2,smart_single,44,2062.0,N2,CW1,2
S2,smart_single,44,2158.0,N2,CW1,1
S2,smart_single,44,2163.0,N2,CW1,2
S2,smart_single,44,2269.0,N2,CW1,1
S2,smart_single,44,2378.0,N2,CW1,1
S2,smart_single,44,2380.0,N2,CW1,2
S2,smart_single,44,2490.0,N2,CW1,1
S2,smart_single,44,2491.0,N2,CW1,2
S2,smart_single,44,2600.0,N2,CW1,1
S2,smart_single,44,2602.0,N2,CW1,2
S2,smart_single,44,2708.0,N2,CW1,1
S2,smart_single,44,2713.0,N2,CW1,2
S2,smart_single,44,2819.0,N2,CW1,1
S2,smart_single,44,2925.0,N2,CW1,1
S2,smart_single,44,2930.0,N2,CW1,2
S2,smart_single,44,3141.0,N2,CW1,1
S2,smart_single,44,3142.0,N2,CW1,2
S2,smart_single,44,3250.0,N2,CW1,1
S2,smart_single,44,3253.0,N2,CW1,2
S2,smart_single,44,3460.0,N2,CW1,1
S2,smart_single,44,3571.0,N2,CW1,1
S2,smart_single,44,3572.0,N2,CW1,2
S3,smart_multi,44,177.0,N6,CW3,1
S3,smart_multi,44,178.0,N6,CW3,2
S3,smart_multi,44,194.0,N2,CW1,1
S3,smart_multi,44,195.0,N2,CW1,2
S3,smart_multi,44,279.0,N3,CW2,1
S3,smart_multi,44,280.0,N3,CW2,2
S3,smart_multi,44,301.0,N2,CW1,1
S3,smart_multi,44,306.0,N2,CW1,2
S3,smart_multi,44,419.0,N2,CW1,1
S3,smart_multi,44,420.0,N2,CW1,2
S3,smart_multi,44,480.0,N3,CW2,1
S3,smart_multi,44,481.0,N3,CW2,2
S3,smart_multi,44,524.0,N2,CW1,1
S3,smart_multi,44,528.0,N2,CW1,2
S3,smart_multi,44,581.0,N3,CW2,1
S3,smart_multi,44,583.0,N3,CW2,2
S3,smart_multi,44,634.0,N2,CW1,1
S3,smart_multi,44,645.0,N6,CW3,1
S3,smart_multi,44,646.0,N2,CW1,2
S3,smart_multi,44,646.0,N6,CW3,2
S3,smart_multi,44,688.0,N3,CW2,1
S3,smart_multi,44,689.0,N3,CW2,2
S3,smart_multi,44,745.0,N2,CW1,1
S3,smart_multi,44,753.0,N2,CW1,2
S3,smart_multi,44,788.0,N3,CW2,1
S3,smart_multi,44,793.0,N3,CW2,2
S3,smart_multi,44,856.0,N2,CW1,1
S3,smart_multi,44,893.0,N3,CW2,1
S3,smart_multi,44,903.0,N3,CW2,2
S3,smart_multi,44,1009.0,N6,CW3,1
S3,smart_multi,44,1063.0,N2,CW1,1
S3,smart_multi,44,1068.0,N2,CW1,2
S3,smart_multi,44,1093.0,N3,CW2,1
S3,smart_multi,44,1105.0,N3,CW2,2
S3,smart_multi,44,1105.0,N6,CW3,1
S3,smart_multi,44,1174.0,N2,CW1,1
S3,smart_multi,44,1181.0,N2,CW1,2
S3,smart_multi,44,1211.0,N6,CW3,1
S3,smart_multi,44,1212.0,N6,CW3,2
S3,smart_multi,44,1285.0,N2,CW1,1
S3,smart_multi,44,1295.0,N2,CW1,2
S3,smart_multi,44,1295.0,N3,CW2,1
S3,smart_multi,44,1298.0,N3,CW2,2
S3,smart_multi,44,1398.0,N3,CW2,1
S3,smart_multi,44,1401.0,N6,CW3,1
S3,smart_multi,44,1402.0,N2,CW1,1
S3,smart_multi,44,1402.0,N6,CW3,2
S3,smart_multi,44,1403.0,N2,CW1,2
S3,smart_multi,44,1405.0,N3,CW2,2
S3,smart_multi,44,1497.0,N6,CW3,1
S3,smart_multi,44,1499.0,N6,CW3,2
S3,smart_multi,44,1503.0,N3,CW2,1
S3,smart_multi,44,1508.0,N3,CW2,2
S3,smart_multi,44,1595.0,N6,CW3,1
S3,smart_multi,44,1608.0,N2,CW1,1
S3,smart_multi,44,1608.0,N3,CW2,1
S3,smart_multi,44,1699.0,N6,CW3,1
S3,smart_multi,44,1700.0,N6,CW3,2
S3,smart_multi,44,1714.0,N3,CW2,1
S3,smart_multi,44,1715.0,N3,CW2,2
S3,smart_multi,44,1792.0,N6,CW3,1
S3,smart_multi,44,1797.0,N6,CW3,2
S3,smart_multi,44,1815.0,N2,CW1,1
S3,smart_multi,44,1820.0,N2,CW1,2
S3,smart_multi,44,1823.0,N3,CW2,1
S3,smart_multi,44,1824.0,N3,CW2,2
S3,smart_multi,44,1893.0,N6,CW3,1
S3,smart_multi,44,1918.0,N3,CW2,1
S3,smart_multi,44,1923.0,N3,CW2,2
S3,smart_multi,44,1998.0,N6,CW3,1
S3,smart_multi,44,1999.0,N6,CW3,2
S3,smart_multi,44,2027.0,N3,CW2,1
S3,smart_multi,44,2028.0,N3,CW2,2
S3,smart_multi,44,2030.0,N2,CW1,1
S3,smart_multi,44,2032.0,N2,CW1,2
S3,smart_multi,44,2100.0,N6,CW3,1
S3,smart_multi,44,2101.0,N6,CW3,2
S3,smart_multi,44,2128.0,N3,CW2,1
S3,smart_multi,44,2136.0,N3,CW2,2
S3,smart_multi,44,2138.0,N2,CW1,1
S3,smart_multi,44,2152.0,N2,CW1,2
S3,smart_multi,44,2196.0,N6,CW3,1
S3,smart_multi,44,2197.0,N6,CW3,2
S3,smart_multi,44,2335.0,N3,CW2,1
S3,smart_multi,44,2336.0,N3,CW2,2
S3,smart_multi,44,2350.0,N2,CW1,1
S3,smart_multi,44,2355.0,N2,CW1,2
S3,smart_multi,44,2393.0,N6,CW3,1
S3,smart_multi,44,2394.0,N6,CW3,2
S3,smart_multi,44,2433.0,N3,CW2,1
S3,smart_multi,44,2438.0,N3,CW2,2
